,Name: ,Position: ,Overall: ,College: ,Age: ,Experience: ,Height(inches): ,Weight(lbs): 
3146,Greg Smith,edge,64,Colorado,26,5,78,257
3147,Steven Lowell,edge,84,Tennessee,24,3,78,236
3148,Albert Murphy,edge,62,Nevada-Las Vegas,23,2,74,267
3149,Christopher Windham,edge,60,Akron,27,6,77,214
3150,Joseph Seley,edge,58,Ball State,21,0,77,204
3151,Andrew Corey,edge,65,Bradley,21,0,76,207
3152,Ross Kennedy,edge,56,Tennessee,32,11,78,221
3153,Michael Rascon,edge,62,Virginia,25,4,78,204
3154,Jay Boyce,edge,76,Jacksonville State,24,3,72,224
3155,George Oliver,edge,61,Mississippi State,28,7,79,212
3156,David Calvert,edge,85,McNeese State,24,3,79,254
3157,Michael Oneil,edge,80,Louisiana Tech,26,5,79,232
3158,Bryant Bontrager,edge,71,Oregon State,26,5,75,249
3159,Allen Ferguson,edge,56,No College,25,4,73,249
3160,Jonathan Mcfadden,edge,58,North Carolina,28,7,70,217
3161,Wesley Hayden,edge,85,USC,24,3,74,239
3162,Willie Price,edge,57,Texas Tech,27,6,73,221
3163,Eli Yang,edge,55,Barber-Scotia,26,5,72,212
3164,Nickolas Chiapetti,edge,99,Miami (Fla.),24,3,73,232
3165,Martin Gallagher,edge,55,San Diego State,22,1,80,216
3166,Richard Reilly,edge,68,Angelo State,21,0,72,238
3167,Michael Patridge,edge,61,Kansas,22,1,80,201
3168,Charlie Rouleau,edge,79,Doane,21,0,71,215
3169,Jason Dixon,edge,55,Graceland,25,4,78,254
3170,William Newton,edge,75,No College,28,7,80,264
3171,David Dorado,edge,79,Maryland East. Shore,25,4,78,258
3172,Todd Mora,edge,62,Arizona,28,7,71,240
3173,Bruce Buck,edge,65,Indiana,22,1,78,222
3174,Joshua Imfeld,edge,91,Illinois,28,7,77,245
3175,Garrett Reed,edge,55,Boise State,24,3,78,237
3176,James Fitch,edge,57,Brigham Young,21,0,72,256
3177,Chris Vollmar,edge,69,Georgia,22,1,77,257
3178,John Gantt,edge,79,Florida Atlantic,23,2,71,252
3179,Bruce Irizarry,edge,79,Missouri Western State,28,7,80,235
3180,George Huber,edge,70,Northern Iowa,29,8,73,271
3181,Cody Whittaker,edge,66,Mount Union,28,7,77,268
3182,Mark Feliciano,edge,75,Miami (Fla.),27,6,70,217
3183,Clayton Knutson,edge,64,Oregon State,23,2,74,255
3184,Larry Lasher,edge,66,Ohio State,28,7,77,225
3185,Dean Smith,edge,60,Alabama,24,3,77,240
3186,Jerry Timmons,edge,73,Michigan State,22,1,78,253
3187,Richard Simon,edge,65,LSU,29,8,79,266
3188,Mario Johnson,edge,75,West Chester,29,8,73,229
3189,Shannon Shaver,edge,60,Mississippi,26,5,72,265
3190,William Boehle,edge,75,San Jose State,29,8,72,254
3191,Antonio Young,edge,60,Virginia,26,5,80,229
3192,Jacob Owens,edge,71,Clemson,25,4,71,225
3193,Emanuel Serio,edge,63,Louisiana Tech,25,4,70,234
3194,Robert Garcia,edge,89,USC,24,3,74,244
3195,William Fenton,edge,55,Virginia Tech,26,5,74,251
3196,James Binns,edge,69,Hawaii,23,2,72,248
3197,Michael Waldon,edge,90,Tulane,25,4,71,235
3198,Clyde Gonzales,edge,59,California,21,0,80,209
3199,Dewey Frazier,lolb,66,Baylor,30,9,78,268
3200,Darryl Roach,lolb,70,Michigan,24,3,74,231
3201,Timothy Stewart,lolb,57,No College,26,5,76,262
3202,Aaron Castellucci,lolb,65,California,29,8,78,208
3203,Timothy Faison,lolb,80,The Citadel,29,8,73,206
3204,Terry Colter,lolb,57,Purdue,27,6,71,219
3205,Christopher Mullinax,lolb,65,Auburn,31,10,79,204
3206,James Gadson,lolb,75,Stanford,26,5,77,242
3207,Eric Koontz,lolb,68,Mississippi Valley State,28,7,73,261
3208,John Dayton,lolb,64,Nevada,22,1,73,252
3209,Lloyd Levy,lolb,60,Oklahoma,22,1,71,234
3210,Dan Stevens,lolb,64,Colorado,27,6,80,200
3211,Miguel Rattanasinh,lolb,66,Clemson,26,5,80,234
3212,Robert Herrera,lolb,63,Centenary,23,2,78,250
3213,Devin Nichols,lolb,65,Angelo State,23,2,73,256
3214,Robert Carey,lolb,62,California (PA),27,6,70,216
3215,Terry Brown,lolb,69,Georgia Southern,29,8,74,255
3216,Richard Parham,lolb,70,USC,26,5,78,201
3217,Jack Roach,lolb,65,Fordham,22,1,77,233
3218,Theodore Ford,lolb,83,North Carolina State,24,3,80,211
3219,William Tzeremes,lolb,75,Florida,29,8,75,222
3220,Raul Timm,lolb,69,Nevada,25,4,75,207
3221,Rodolfo Gonzalas,lolb,68,Texas A&M-Commerce,34,13,70,208
3222,Richard Brown,lolb,69,Northern Iowa,24,3,79,256
3223,Matthew Nicholas,lolb,73,Tennessee,23,2,74,239
3224,William Salter,lolb,67,Pittsburgh,30,9,72,231
3225,Timothy Cocola,lolb,86,Colorado State,30,9,71,262
3226,Gerald Fontillas,lolb,59,Washington & Jefferson,29,8,73,229
3227,Warren Batista,lolb,72,Kansas,22,1,72,209
3228,Fidel Williams,lolb,67,Eastern Michigan,27,6,77,219
3229,Dino Beavers,lolb,55,Albany,30,9,76,226
3230,David Patel,lolb,63,New Hampshire,23,2,80,224
3231,Christopher Schuld,lolb,62,North Carolina,24,3,75,206
3232,Gregory Clark,lolb,55,Kansas State,24,3,77,241
3233,James Baer,lolb,88,Auburn,24,3,76,232
3234,Donald Trinh,lolb,59,San Diego State,25,4,77,211
3235,Jonathan Mixson,lolb,61,Temple,26,5,79,248
3236,Van Stride,lolb,65,Tulane,22,1,72,222
3237,Charles Mccants,lolb,57,Tennessee State,26,5,73,241
3238,Fredrick Butler,lolb,70,Auburn,26,5,76,208
3239,Anthony Meade,lolb,72,Louisville,28,7,74,205
3240,Charles Hodges,lolb,59,Pittsburgh,27,6,70,210
3241,Daniel Wiley,lolb,62,Penn State,23,2,79,220
3242,Justin Webb,lolb,60,Connecticut,27,6,78,244
3243,Frank Alexander,lolb,74,Pittsburgh,24,3,78,259
3244,Ralph Nelson,lolb,75,James Madison,21,0,74,244
3245,Justin Vargas,lolb,55,Michigan,21,0,72,233
3246,Fred Freeman,lolb,68,South Carolina State,26,5,71,208
3247,Robert Woods,lolb,60,Auburn,31,10,78,237
3248,Sergio Lee,lolb,89,Rice,28,7,75,218
3249,David Dawes,lolb,57,Missouri,26,5,70,242
3250,Chris Herzog,lolb,79,Yankton,25,4,78,200
3251,Andy Wilmore,lolb,67,Texas A&M,24,3,76,235
3252,Randy Marino,lolb,62,Wake Forest,25,4,79,208
3253,Patrick Delatorre,lolb,80,Texas Tech,29,8,78,256
3254,John Hale,lolb,70,Ohio State,28,7,78,238
3255,David Kelley,lolb,58,Connecticut,22,1,79,250
3256,Kenneth Kasack,lolb,68,Tulane,32,11,76,261
3257,Timothy Wyrick,lolb,88,Texas,26,5,78,234
3258,Hector Augustin,lolb,68,Utah State,31,10,72,208
3259,Wendell Harvey,lolb,74,Kansas State,22,1,78,259
3260,Christopher Slone,lolb,62,Michigan State,25,4,79,243
3261,Terrance Weidenbach,lolb,73,Clemson,25,4,70,256
3262,Jerry Harold,lolb,64,Iowa,29,8,78,262
3263,Jeffery Bowen,lolb,67,Missouri,24,3,73,232
3264,Harold Krantz,lolb,79,Michigan Tech,24,3,77,245
3265,Fred Coleman,lolb,94,Colorado,25,4,74,211
3266,Ralph Babb,lolb,60,Penn State,26,5,72,266
3267,William Kelly,lolb,57,Texas A&M,23,2,78,242
3268,Richard Loreto,lolb,70,Alabama,29,8,70,245
3269,Robert Abbott,lolb,63,Central Michigan,21,0,72,247
3270,Willie Lamoureux,lolb,61,Rhode Island,27,6,70,239
3271,Seth Smith,lolb,56,Penn State,26,5,79,229
3272,Herman Seyler,lolb,65,Northwestern,24,3,79,237
3273,Martin Shields,lolb,72,No College,26,5,71,274
3274,Walter Feliciano,lolb,63,Lamar,28,7,70,239
3275,Ronald Harris,lolb,72,Nebraska,22,1,79,265
3276,Juan Kelly,lolb,90,Penn State,24,3,74,242
3277,John Nazario,lolb,71,San Jose State,29,8,78,229
3278,Craig Plotkin,lolb,55,Boise State,28,7,74,242
3279,Richard Brus,lolb,70,Louisiana-Lafayette,22,1,80,228
3280,Timothy Sweet,lolb,65,USC,28,7,80,234
3281,James Searby,lolb,70,Albany,23,2,76,200
3282,John Brewer,lolb,67,Central Arkansas,21,0,77,206
3283,Albert Park,lolb,70,St. John's (Minn.),24,3,75,273
3284,Lionel Loveless,lolb,94,Louisiana-Monroe,30,9,76,203
3285,Frank Taylor,lolb,63,Auburn,28,7,72,225
3286,John Mackiewicz,lolb,62,James Madison,27,6,71,251
3287,Thomas Solis,lolb,89,Texas,26,5,71,270
3288,Abraham Jensen,lolb,60,Oklahoma City,28,7,72,228
3289,Charles Tucker,lolb,61,Pepperdine,21,0,70,250
3290,Gary Nieman,lolb,73,Sacramento State,24,3,79,244
3291,James Ouzts,lolb,56,Northern Iowa,22,1,73,269
3292,Lance Mize,lolb,64,Utah,31,10,78,236
3293,Robert Mcguire,lolb,71,Colorado,26,5,70,254
3294,James Ramos,lolb,71,Miami (Fla.),25,4,77,221
3295,Paul Minor,lolb,62,Wisconsin,27,6,74,252
3296,Ronald Mildenstein,lolb,61,Oregon,23,2,74,244
3297,Charles Betts,lolb,82,LSU,29,8,72,258
3298,Jon Slick,lolb,61,Michigan State,25,4,76,240
3299,Ezekiel Brown,lolb,69,Arizona State,23,2,80,264
3300,Jonathan Evans,lolb,61,Louisiana-Lafayette,26,5,78,259
3301,Milton Bullock,lolb,58,Arkansas,25,4,71,220
3302,Numbers Noble,lolb,62,Penn State,22,1,77,235
3303,Christopher Moore,lolb,55,Texas Southern,28,7,77,242
3304,John Schoolcraft,lolb,61,Georgetown,22,1,71,216
3305,James Mcnair,lolb,57,Alcorn State,28,7,78,263
3306,Gabriel Sanders,lolb,59,Syracuse,31,10,78,257
3307,Gary Callaway,lolb,94,Cincinnati,22,1,73,221
3308,William Ayers,lolb,83,Denison,33,12,77,234
3309,Joseph Cosper,lolb,67,Texas Christian,29,8,74,230
3310,Christopher Matinez,lolb,63,Marquette,22,1,77,200
3311,Morris Ramirez,lolb,58,Kentucky,23,2,73,248
3312,Daniel Smith,lolb,68,Georgia,23,2,74,213
3313,John Rivera,lolb,65,Penn State,23,2,77,234
3314,Kenneth Martinez,lolb,70,Loyola (Chicago),26,5,80,226
3315,Howard Youngblood,lolb,58,South Carolina,29,8,75,231
3316,Peter Walker,lolb,65,Washington,27,6,76,259
3317,Robert Kim,lolb,66,Ohio State,23,2,80,204
3318,Mike Brown,lolb,73,New Mexico State,23,2,70,201
3319,Harold Snell,lolb,73,Southern Methodist,22,1,74,261
3320,Stephen Ayala,lolb,59,Pittsburgh,26,5,73,212
3321,Larry Smith,lolb,61,Western Ontario (Canada),21,0,71,247
3322,David Pockrus,lolb,82,Tennessee,24,3,71,215
3323,Paul Montoya,lolb,59,Arizona State,29,8,74,268
3324,John Zaragoza,lolb,65,Ferris State,28,7,75,234
3325,Rufus Willie,lolb,74,Purdue,23,2,73,241
3326,Sean Hadden,lolb,74,St. Paul's (VA),26,5,71,274
3327,Christopher Hoople,lolb,65,Holy Cross,28,7,70,218
3328,Ernest Clark,lolb,70,Missouri,24,3,79,261
3329,Carl Mooney,lolb,62,Georgia Southern,28,7,76,267
3330,Victor Burks,lolb,75,Florida,26,5,78,265
3331,William Kneip,lolb,61,Franklin & Marshall,25,4,80,257
3332,Raymond Dupre,lolb,89,LSU,24,3,73,263
3333,Jeremy Robinson,lolb,59,Missouri,21,0,75,253
3334,Justin Patterson,lolb,94,Maryland,24,3,74,265
3335,Ernesto Cameron,lolb,98,Oklahoma,22,1,73,240
3336,Herman Burgin,lolb,60,North Carolina,29,8,72,206
3337,Timothy Otis,lolb,61,Clemson,29,8,80,262
3338,Ruben Babcock,lolb,74,Texas-El Paso,26,5,72,251
3339,Brady Wells,lolb,64,Pittsburgh,25,4,78,246
3340,Jame Tate,lolb,63,Georgia Tech,24,3,80,246
3341,Noel Fitting,lolb,57,Miami (Fla.),23,2,78,251
3342,Kenneth Martinez,lolb,60,Fordham,22,1,78,275
3343,Michael Hamilton,lolb,57,Oklahoma,25,4,73,245
3344,Robert Khan,lolb,60,Michigan,26,5,70,271
3345,Tom Shaw,lolb,72,Ashland,27,6,74,252
3346,Waldo Madden,lolb,73,Arizona State,26,5,77,211
3347,Michael Causey,lolb,62,Toledo,27,6,78,253
3348,Kenneth Mccallum,lolb,70,Wake Forest,23,2,70,269
3349,Justin Walzier,lolb,67,Purdue,27,6,71,275
3350,Steven Limmel,lolb,56,Michigan,25,4,72,237
3351,John Reid,lolb,61,Utah State,23,2,79,240
3352,Stephen Wickings,lolb,58,Texas Christian,28,7,70,271
3353,Edward Conley,lolb,71,East Carolina,24,3,75,240
3354,Edward Henry,lolb,71,Mississippi State,26,5,72,249
3355,Travis Clarke,lolb,71,Michigan,28,7,79,230
3356,Jordan Clasen,lolb,74,Vanderbilt,29,8,79,226
3357,Joseph Tyson,lolb,60,California,23,2,78,273
3358,Roger Casavant,lolb,67,West Chester,24,3,80,218
3359,Harold Voigt,lolb,69,Coll. of Emporia,28,7,71,222
3360,William Chavez,lolb,69,UCLA,26,5,80,274
3361,Lawrence Delp,lolb,96,Tulane,29,8,78,246
3362,Kevin Rodarte,lolb,59,No College,29,8,72,245
3363,Ryan Ludgate,lolb,64,Northern Iowa,25,4,71,267
3364,Richard Clark,lolb,66,Pittsburgh,21,0,76,244
3365,Ruben Patterson,lolb,64,Indiana,28,7,73,246
3366,Scott Harrold,lolb,55,North Dakota State,21,0,77,264
3367,Joseph Hudkins,lolb,75,Minnesota,25,4,70,267
3368,Daniel Strahl,lolb,67,Louisiana Tech,29,8,77,203
3369,Christopher Peschel,lolb,59,Monmouth (N.J.),28,7,76,250
3370,Thomas Hodges,rolb,73,Coe,26,5,72,269
3371,Jeffrey Johnson,rolb,63,Arizona State,29,8,79,261
3372,Joseph Tilton,rolb,55,Texas Christian,23,2,74,252
3373,Zachary Stultz,rolb,66,St. Augustine's,26,5,75,213
3374,Damon Means,rolb,67,Purdue,23,2,75,266
3375,Daniel Umana,rolb,71,Minnesota,27,6,78,248
3376,Andy Arbogast,rolb,55,Iowa,26,5,70,258
3377,Allen Gessel,rolb,64,Georgia,24,3,70,227
3378,Juan Mcfarland,rolb,81,Colorado,26,5,73,275
3379,Jeremy Eychaner,rolb,87,Penn State,24,3,71,262
3380,Andre Savage,rolb,71,LSU,25,4,75,261
3381,James Heald,rolb,90,Duke,26,5,76,251
3382,Benjamin Couch,rolb,83,Kansas State,26,5,75,202
3383,Robert Lamb,rolb,60,Tulane,23,2,72,238
3384,Chester Stewart,rolb,77,Oregon State,29,8,74,275
3385,James Dunson,rolb,68,Minnesota,25,4,80,210
3386,Justin Mckinney,rolb,55,Marshall,26,5,74,254
3387,Jeffrey Leta,rolb,55,Miami (Fla.),23,2,80,210
3388,Billy Thompson,rolb,71,North Dakota State,23,2,79,223
3389,Ryan Walker,rolb,62,LSU,29,8,77,260
3390,Dennis Franks,rolb,62,Tulane,21,0,73,256
3391,Jose Hodges,rolb,70,Notre Dame,23,2,74,218
3392,John Corscadden,rolb,58,Virginia Union,27,6,70,256
3393,Allen Belcher,rolb,69,Central State (Ohio),26,5,79,240
3394,Renaldo Lilly,rolb,71,Michigan State,34,13,76,271
3395,Fred Ryan,rolb,71,Ohio State,22,1,72,220
3396,Charles Ingram,rolb,58,Memphis,25,4,76,251
3397,Dennis Gillespie,rolb,63,Maryland East. Shore,26,5,72,235
3398,Clifton Fink,rolb,95,Wisconsin,22,1,71,268
3399,Antonio Barton,rolb,58,No College,22,1,76,231
3400,Michael Turk,rolb,84,Idaho State,27,6,80,232
3401,Larry Lyon,rolb,74,Wisconsin,27,6,70,263
3402,Timothy Nine,rolb,55,Notre Dame,29,8,74,229
3403,John Smith,rolb,96,Santa Clara,21,0,77,240
3404,Sean Barrows,rolb,65,Harvard,29,8,70,206
3405,Joseph Davis,rolb,60,USC,25,4,76,264
3406,Kent Cantu,rolb,99,LSU,30,9,78,262
3407,Larry Klein,rolb,71,Purdue,22,1,75,268
3408,Brian Gray,rolb,70,Iowa State,25,4,77,206
3409,James Agin,rolb,72,Texas,27,6,72,214
3410,Floyd Ware,rolb,55,San Jose State,27,6,72,229
3411,Steven Wellenstein,rolb,68,California-Davis,23,2,80,261
3412,Matthew Allen,rolb,75,Tiffin University,27,6,76,233
3413,Timothy Grev,rolb,96,East Carolina,25,4,76,249
3414,Merlin Lopez,rolb,61,Mississippi,28,7,74,237
3415,Russell Evans,rolb,84,Notre Dame,27,6,80,234
3416,Tom Roberts,rolb,65,Washburn,25,4,77,252
3417,Clarence Castle,rolb,74,Ohio State,25,4,80,220
3418,Lester Jackson,rolb,71,Toledo,28,7,79,238
3419,Eduardo Stiefel,rolb,73,Syracuse,23,2,75,250
3420,Joseph Baker,rolb,57,Auburn,28,7,72,228
3421,Harold Lynn,rolb,67,Colorado,21,0,79,226
3422,Christopher Rodriguez,rolb,59,Nevada,23,2,74,247
3423,Albert Calvillo,rolb,69,Pittsburgh,27,6,80,212
3424,Douglas Figueroa,rolb,57,No College,29,8,72,247
3425,Anthony Mclendon,rolb,96,USC,29,8,76,248
3426,Ernest Albair,rolb,79,New Mexico,21,0,77,213
3427,Antonio Rodrigues,rolb,57,Northern Illinois,25,4,76,203
3428,Jeffery Lowenstein,rolb,58,Texas,32,11,80,209
3429,Joseph Clark,rolb,75,Texas,21,0,72,264
3430,Garrett Harker,rolb,77,Illinois,24,3,77,261
3431,Timothy Brown,rolb,66,Alabama,25,4,71,248
3432,James Heiman,rolb,63,No College,28,7,73,261
3433,Herbert Alvarez,rolb,63,Iowa,26,5,77,245
3434,Michael Smith,rolb,70,Texas,31,10,79,236
3435,Richard Stull,rolb,58,Missouri,25,4,74,260
3436,Albert Rice,rolb,64,East Stroudsburg,27,6,80,228
3437,Donald Harris,rolb,74,Mount Union,26,5,79,261
3438,Bryan Byrd,rolb,70,Southern Methodist,26,5,80,242
3439,Pedro Viens,rolb,62,Wichita State,28,7,74,216
3440,Armand Earle,rolb,61,Baylor,26,5,70,237
3441,Walter Clark,rolb,61,Penn State,26,5,73,247
3442,James Graham,rolb,63,Unknown,25,4,76,204
3443,Kyle Lee,rolb,70,Iowa,26,5,71,238
3444,Raymond Xiong,rolb,73,Kansas State,30,9,77,216
3445,Joseph Tripp,rolb,68,Oklahoma,24,3,79,236
3446,Dexter Hoffpauir,rolb,61,Indiana,26,5,76,273
3447,Shannon Jara,rolb,60,Temple,25,4,71,231
3448,Larry Stone,rolb,75,Northeastern,24,3,78,252
3449,Brian Woodruff,rolb,56,California,22,1,79,233
3450,Joseph Johnson,rolb,62,Vanderbilt,29,8,70,236
3451,Ramon Witte,rolb,62,South Carolina,30,9,77,206
3452,Joaquin Clouser,rolb,57,Brigham Young,21,0,80,236
3453,Stanley Robles,rolb,75,Illinois,24,3,71,240
3454,Christopher Gonzalez,rolb,81,Miami (Fla.),23,2,75,253
3455,David Alley,rolb,64,Temple,29,8,71,229
3456,Samuel Altschuler,rolb,72,Kansas State,29,8,72,262
3457,William Stepp,rolb,75,Florida,25,4,78,255
3458,Gerald Pies,rolb,58,James Madison,30,9,80,264
3459,Samuel Conner,rolb,81,No College,27,6,72,216
3460,Murray Luna,rolb,81,Wis.-La Crosse,25,4,75,229
3461,Terry Anglin,rolb,66,Ohio State,27,6,76,244
3462,William Callahan,rolb,58,Oregon,27,6,80,218
3463,Robert Roberts,rolb,67,Notre Dame,31,10,74,207
3464,John Mayfield,rolb,56,Florida A&M,28,7,80,205
3465,Daniel Fife,rolb,71,Pittsburgh,29,8,73,221
3466,Micheal Mcwhorter,rolb,71,LSU,25,4,70,212
3467,Forrest Daniel,rolb,69,Missouri,23,2,70,259
3468,Mikel Gotch,rolb,75,Texas,24,3,75,204
3469,James Fiecke,rolb,71,Abilene Christian,31,10,80,209
3470,John Timmons,rolb,57,Oklahoma,22,1,80,239
3471,Gary Hunt,rolb,62,North Carolina,26,5,75,227
3472,Garrett Cowles,rolb,74,Iowa State,26,5,73,226
3473,Paul Vargas,rolb,75,St. Mary's (Minn.),24,3,77,252
3474,Michael Battiste,rolb,58,Liberty,24,3,80,250
3475,Derrick Nerbonne,rolb,68,LSU,27,6,74,258
3476,Travis Lorraine,rolb,67,Auburn,23,2,75,240
3477,Ulysses Little,rolb,75,Stephen F. Austin St.,29,8,74,255
3478,Alfredo Klingenberg,rolb,63,Wittenberg,24,3,75,209
3479,Dennis Tigner,rolb,58,Miami (Fla.),28,7,79,235
3480,Frank Rooks,rolb,82,Georgia,24,3,79,261
3481,Ray Ward,rolb,59,Eastern Kentucky,21,0,76,226
3482,Brian Mensik,rolb,84,Washington State,28,7,77,260
3483,Clyde Wood,rolb,91,Nevada-Las Vegas,22,1,71,218
3484,Eric Quinn,rolb,66,Northwestern,26,5,72,259
3485,William Branner,rolb,66,Nebraska,27,6,72,248
3486,Kenneth Escobar,rolb,57,San Jose State,26,5,75,233
3487,Mark Fernandez,rolb,58,California,31,10,74,203
3488,Delbert Brown,rolb,60,No College,25,4,77,200
3489,Michael Gerveler,rolb,72,UCLA,25,4,72,233
3490,Richard Thompson,rolb,66,Lehigh,26,5,74,219
3491,William Kennedy,rolb,57,Notre Dame,24,3,70,235
3492,Bryan Schiffelbein,rolb,80,Nevada-Las Vegas,25,4,75,241
3493,Robert Starks,rolb,65,Tulane,23,2,74,207
3494,Sam Farmer,rolb,72,Florida,31,10,72,218
3495,Darrell Gregory,rolb,68,Michigan,26,5,80,207
3496,Samuel Patterson,rolb,75,West Texas A&M,25,4,76,263
3497,Clyde Cavazos,rolb,74,North Carolina A&T,26,5,76,203
3498,Reginald Wall,rolb,74,Willamette,27,6,71,220
3499,Pedro Smith,rolb,73,Texas-El Paso,28,7,71,266
3500,Herman Cager,rolb,70,Texas A&M-Commerce,29,8,78,201
3501,Peter Lines,rolb,76,Georgia,27,6,73,270
3502,Antonio Johnson,rolb,75,Auburn,29,8,77,237
3503,Joseph Vollmer,rolb,59,Auburn,26,5,76,247
3504,Tommy Sandoval,rolb,57,Texas A&M,25,4,75,271
3505,Marlon Palmer,rolb,65,No College,25,4,73,234
3506,Margarito Akers,rolb,90,LSU,24,3,80,258
3507,George Parsons,rolb,98,Akron,30,9,73,248
3508,Austin Speers,rolb,75,Fayetteville State,29,8,71,269
3509,Michael Waters,rolb,74,Wabash,23,2,73,221
3510,Walter Rivera,rolb,59,Syracuse,25,4,70,261
3511,Collin Williams,rolb,57,Oklahoma,27,6,71,258
3512,Shawn Dombroski,rolb,60,Tennessee,24,3,79,218
3513,William Elkins,rolb,80,LSU,24,3,71,201
3514,Jason Harris,rolb,62,Washington,23,2,72,273
3515,Robert Lair,rolb,63,Southern Mississippi,24,3,75,227
3516,Philip Beamon,rolb,67,New Mexico State,27,6,74,249
3517,Nestor Frazier,rolb,99,Oklahoma,27,6,74,251
3518,Jeremy Walker,rolb,63,Stanford,22,1,79,268
3519,Jerome Hays,rolb,99,Baylor,31,10,75,211
3520,John Edward,rolb,65,Iowa,25,4,79,258
3521,Rafael Ruiz,rolb,71,Ohio State,25,4,78,240
3522,Laverne Jones,rolb,55,Penn State,25,4,76,256
3523,Robert Cecot,rolb,80,Eastern Michigan,24,3,79,229
3524,David Thibeault,rolb,75,Bethune-Cookman,24,3,75,217
3525,Russell Cruz,rolb,57,Akron,24,3,80,225
3526,Jeremy Willard,rolb,60,Michigan Tech,22,1,74,202
3527,Steven Adams,rolb,62,Kentucky,26,5,78,251
3528,Jeffery Hayes,rolb,72,Missouri Western State,26,5,78,275
3529,John Chase,rolb,69,Illinois,24,3,77,250
3530,Justin Yang,rolb,75,Baylor,31,10,74,270
3531,Calvin Brubaker,rolb,66,North Dakota State,23,2,74,223
3532,Kevin Price,rolb,98,Ohio State,21,0,80,260
3533,Brandon Adkison,rolb,66,California Lutheran,22,1,77,219
3534,Arnold Ceballos,rolb,69,Baker,23,2,77,241
3535,William Camacho,rolb,70,Franklin & Marshall,29,8,78,220
3536,David Stafford,rolb,75,Nicholls State,31,10,80,261
3537,Michael Lee,rolb,71,Pittsburgh,28,7,74,237
3538,Charles Melville,rolb,61,Columbia,27,6,76,217
3539,Tom Reed,rolb,75,Florida State,24,3,72,249
3540,Thomas Schusterman,rolb,69,Houston,22,1,73,211
3541,William Wittke,rolb,61,Wisconsin,26,5,71,261
3542,John Nighman,rolb,74,Columbia,24,3,72,220
3543,Edwin Ashby,rolb,57,Nebraska,23,2,74,243
3544,Byron Wilson,rolb,65,Pittsburgh,22,1,73,218
3545,David Mitchell,rolb,55,Mississippi,23,2,77,242
3546,Jerry Zavala,rolb,89,San Jose State,22,1,80,273
3547,Christopher Johnson,rolb,66,McGill (Canada),30,9,78,262
3548,Steven Gillis,rolb,58,Washington-St. Louis,26,5,71,274
3549,Dustin Moody,rolb,58,South Florida,21,0,75,249
3550,David Campbell,rolb,63,Oklahoma State,25,4,77,221
3551,Phillip Gibbs,rolb,83,Ohio State,22,1,72,275
3552,Brandon Webb,rolb,63,Southern Methodist,26,5,78,246
3553,Jules Riddle,rolb,61,Cincinnati,30,9,71,275
3554,Johnny Miller,rolb,67,Texas A&M,24,3,71,217
3555,Timothy Woolwine,mlb,57,Florida State,27,6,74,269
3556,Walter Guignard,mlb,58,Carroll (Mont.),28,7,74,255
3557,Eugene Lucas,mlb,61,Washington & Jefferson,27,6,70,216
3558,Mark Watson,mlb,73,Michigan,23,2,77,203
3559,Jeffrey Moyer,mlb,70,Pittsburgh,30,9,80,230
3560,Clyde Asuncion,mlb,75,No College,23,2,75,229
3561,Ruben Winkelman,mlb,62,Boise State,25,4,76,227
3562,Patrick Welch,mlb,57,Maryland East. Shore,23,2,74,223
3563,John Davis,mlb,66,Pittsburgh,27,6,76,240
3564,Julius Mccormick,mlb,89,Boston College,26,5,80,256
3565,Jeff Oliver,mlb,56,Texas A&M,23,2,75,264
3566,Ronald Garcia,mlb,73,Pittsburgh,29,8,77,215
3567,Charles Vineyard,mlb,60,Lafayette,28,7,77,226
3568,Rafael Hale,mlb,74,North Carolina,25,4,76,227
3569,Steven Bowles,mlb,72,Northern Colorado,23,2,77,268
3570,George Chiarito,mlb,61,Ohio State,25,4,72,238
3571,Kenneth Gullatt,mlb,68,Ottawa (Kans.),27,6,78,271
